"본 자료는 실거래가 사이트에서 제공하고 있는  계약일 기준 자료로 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기 바라며,",,,,,,,,
외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.,,,,,,,,
* 주택매매 거래는 부동산거래신고에관한법률 제3조에 따라 계약 후 60일이내 신고토록 규정,,,,,,,,
"** 주택매매 거래량은 매월 15일경 부동산통계정보시스템(www.r-one.co.kr)에서  확인 가능하며, 전월세 거래량은 국토교통부 홈페이지(보도자료)를 통해 확인 가능",,,,,,,,
,,,,,,,,
,,,,,,,,
시군구,번지,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
 충청남도 금산군 금산읍 아인리,5,렉시움,84.31,21~30,"20,300",4,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.31,21~30,"19,800",2,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.31,21~30,"20,800",8,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.65,21~30,"20,800",8,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.65,21~30,"20,800",7,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.65,21~30,"19,800",2,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.65,21~30,"20,800",6,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.65,21~30,"19,800",2,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.68,1~10,"20,800",6,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.68,21~30,"20,800",9,2016,오리정로
 충청남도 금산군 금산읍 아인리,5,렉시움,84.68,21~30,"20,800",7,2016,오리정로
 충청남도 논산시 강경읍 대흥리,3-1,대산맨션,99.42,1~10,"5,500",4,1993,계백로153번길
 충청남도 논산시 강경읍 황산리,14-9,강경클래시움,84.87,21~30,"16,100",5,2008,금백로
 충청남도 논산시 강경읍 황산리,11-2,보성리버맨션,59.6,21~30,"5,500",5,1993,옥녀봉로27번길
 충청남도 논산시 강산동,698,논산강산한신청솔,59.85,11~20,"8,600",14,2000,논산대로
 충청남도 논산시 강산동,698,논산강산한신청솔,59.85,11~20,"8,300",6,2000,논산대로
 충청남도 논산시 강산동,698,논산강산한신청솔,59.85,21~30,"8,600",14,2000,논산대로
 충청남도 논산시 강산동,645,동신,77.72,1~10,"13,300",10,1995,시민로307번길
 충청남도 논산시 강산동,645,동신,77.72,1~10,"12,500",13,1995,시민로307번길
 충청남도 논산시 강산동,643,부영,48.6,1~10,"6,500",9,1996,시민로307번길
 충청남도 논산시 강산동,643,부영,48.6,1~10,"6,800",8,1996,시민로307번길
